,city_name,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
136,Butaritari,100,KI,1563136542,68,3.07,172.79,85.12,8.93
137,Boende,99,CD,1563136542,91,-0.28,20.88,72.52,3.04
138,Itarema,84,BR,1563136465,81,-2.92,-39.92,76.48,7.02
139,Bambous Virieux,40,MU,1563136411,77,-20.34,57.76,64.99,3.36
140,Avera,40,US,1563136543,44,33.19,-82.53,98.01,3.36
141,Clyde River,90,CA,1563136369,93,70.47,-68.59,41.0,16.11
142,Borogontsy,72,RU,1563136543,75,62.67,131.17,68.74,3.69
143,Laela,0,TZ,1563136544,66,-8.57,32.05,56.5,4.47
144,Aklavik,75,CA,1563136544,49,68.22,-135.01,69.8,11.41
145,Praia da Vitoria,20,PT,1563136401,69,38.73,-27.07,73.4,6.6
146,Narsaq,0,GL,1563136544,36,60.91,-46.05,62.6,10.29
147,Ostersund,99,SE,1563136545,71,63.18,14.64,50.0,14.99
148,New Norfolk,40,AU,1563136545,61,-42.78,147.06,48.2,14.99
149,Anchorage,75,US,1563136546,63,61.22,-149.89,68.0,5.82
150,Tiksi,96,RU,1563136546,68,71.64,128.87,42.28,2.33
151,Ust-Tsilma,100,RU,1563136547,75,65.44,52.15,56.86,2.64
152,Ploemeur,0,FR,1563136547,64,47.73,-3.43,70.0,12.75
153,Tilichiki,36,RU,1563136425,63,60.47,166.1,63.16,6.04
154,Touros,40,BR,1563136410,83,-5.2,-35.46,78.8,10.29
155,Srednekolymsk,100,RU,1563136547,66,67.46,153.71,50.38,16.87
156,Lompoc,1,US,1563136475,64,34.64,-120.46,91.99,13.87
157,Hasaki,75,JP,1563136489,94,35.73,140.83,68.0,8.05
158,Iqaluit,40,CA,1563136548,71,63.75,-68.52,50.0,9.17
159,Dingle,93,PH,1563136548,89,11.0,122.67,73.6,2.15
160,Sikonge,83,TZ,1563136548,43,-5.63,32.75,73.78,7.2
161,Jalesar,0,IN,1563136549,47,27.47,78.3,92.86,12.91
162,Barra Patuca,17,HN,1563136549,77,15.8,-84.28,82.96,14.67
163,Bethel,75,US,1563136549,68,60.79,-161.76,66.2,5.86
164,Boulder City,1,US,1563136544,6,35.98,-114.83,111.0,6.93
165,Masindi,65,UG,1563136549,94,1.69,31.72,63.88,0.96
166,Izumo,75,JP,1563136550,83,35.37,132.75,71.6,10.29
167,Tuatapere,100,NZ,1563136550,68,-46.13,167.69,46.78,15.03
168,Abbeville,75,FR,1563136404,72,50.11,1.83,61.0,6.93
169,San Patricio,100,PY,1563136550,97,-26.98,-56.83,63.16,5.46
170,Iskateley,100,RU,1563136550,97,67.68,53.15,45.52,5.88
171,Stromness,20,CA,1563136551,47,42.87,-79.55,82.0,11.41
172,Puerto Madryn,37,AR,1563136551,44,-42.77,-65.04,50.92,9.1
173,Messina,40,IT,1563136551,83,38.19,15.55,81.0,9.17
174,Alofi,75,NU,1563136552,94,-19.06,-169.92,77.0,10.29
175,Jiguani,75,CU,1563136552,43,20.37,-76.43,91.4,17.22
176,Provideniya,90,RU,1563136552,71,64.42,-173.23,53.6,8.95
177,Marzuq,0,YE,1563136553,38,14.4,46.47,77.38,6.26
178,Pisco,90,PE,1563136553,30,-13.71,-76.2,71.6,9.17
179,Porto Novo,0,BR,1563136553,31,-23.68,-45.44,78.8,6.93
180,Ambilobe,0,MG,1563136412,66,-13.19,49.05,67.66,13.51
181,Airai,48,TL,1563136554,80,-8.93,125.41,65.86,5.75
182,Isangel,75,VU,1563136451,94,-19.55,169.27,69.8,3.83
183,Thanh Hoa,75,VN,1563136554,94,10.21,106.33,78.8,4.7
184,Alexandria,3,RO,1563136554,87,43.97,25.33,60.28,2.62
185,Petropavlovsk-Kamchatskiy,90,RU,1563136554,87,53.05,158.65,55.4,11.18
186,Sobolevo,97,RU,1563136555,87,54.43,31.9,52.54,2.84
187,Okha,68,RU,1563136555,87,53.59,142.95,55.06,12.24
188,Ginir,100,ET,1563136555,94,7.14,40.71,56.86,4.94
189,Neiafu,40,TO,1563136555,88,-18.65,-173.98,73.4,4.7
190,Bubaque,55,GW,1563136556,80,11.28,-15.83,80.26,11.25
191,Sao Filipe,9,CV,1563136556,87,14.9,-24.5,74.32,12.44
192,Chapais,90,CA,1563136410,67,49.78,-74.86,62.6,9.17
193,Lagunas,5,PE,1563136556,85,-5.23,-75.68,80.98,0.72
194,Guerrero Negro,0,MX,1563136464,84,27.97,-114.04,69.1,11.1
195,Coffs Harbour,0,AU,1563136557,93,-30.3,153.13,52.0,5.82
196,Victoria,75,BN,1563136401,88,5.28,115.24,78.8,11.63
197,Lebu,75,ET,1563136557,93,8.96,38.73,59.0,4.7
198,Joshimath,93,IN,1563136557,89,30.57,79.57,54.34,1.41
199,Xichang,100,CN,1563136557,98,27.88,102.25,55.42,2.48
200,Panjab,0,AF,1563136558,33,34.38,67.02,46.6,8.75
201,Gigmoto,100,PH,1563136558,77,13.78,124.39,80.62,15.12
202,Sindor,1,RU,1563136558,92,62.87,51.9,52.9,4.03
203,Tagusao,100,PH,1563136558,81,9.19,117.81,79.9,9.93
204,Talaya,0,RU,1563136558,82,55.79,84.89,57.2,4.47
205,Gat,0,SN,1563136559,69,14.69,-16.54,82.4,11.41
206,Broken Hill,90,AU,1563136389,76,-31.97,141.45,48.2,21.92
207,Port Hardy,40,CA,1563136265,88,50.7,-127.42,62.6,4.7
208,Tignere,100,CM,1563136559,91,7.37,12.65,66.94,2.21
209,Nishihara,90,JP,1563136415,100,35.74,139.53,70.0,4.7
210,Amboasary,75,MG,1563136559,88,-25.04,46.38,66.2,18.34
211,Juneau,90,US,1563136459,72,58.3,-134.42,62.6,1.97
212,Kieta,100,PG,1563136560,78,-6.22,155.63,79.0,3.51
213,Barrhead,20,CA,1563136560,53,54.12,-114.4,73.4,5.82
214,Kadoma,75,JP,1563136560,94,34.73,135.6,73.4,1.12
215,Piro,100,IN,1563136561,69,25.33,84.41,86.92,10.8
216,Merauke,100,ID,1563136561,84,-8.49,140.4,77.38,23.85
217,Eirunepe,83,BR,1563136561,85,-6.66,-69.87,80.26,3.76
218,Batemans Bay,35,AU,1563136561,96,-35.71,150.18,52.0,4.0
219,Alyangula,7,AU,1563136562,56,-13.85,136.42,69.8,6.93
220,Chino Valley,20,US,1563136476,22,34.76,-112.45,100.0,12.75
221,Upernavik,6,GL,1563136562,78,72.79,-56.15,45.34,5.97
222,Caxito,20,BR,1563136409,73,-22.65,-42.51,75.2,4.7
223,Yokadouma,89,CM,1563136562,98,3.52,15.05,65.68,1.63
224,Pokhara,65,NP,1563136563,92,28.21,83.99,53.98,1.9
225,Geraldton,90,CA,1563136440,53,49.72,-86.95,77.0,14.99
226,Ust-Kuyga,0,RU,1563136488,62,70.0,135.55,46.78,0.67
227,Karratha,0,AU,1563136563,26,-20.74,116.85,63.16,16.84
228,Xining,100,CN,1563136563,85,36.62,101.77,47.14,2.08
229,Kaka,0,TM,1563136564,34,37.35,59.62,93.58,11.79
230,Cockburn Town,40,TC,1563136564,66,21.46,-71.14,89.6,16.11
231,Rajula,100,IN,1563136564,78,21.04,71.44,81.16,18.59
232,San Carlos,14,NI,1563136564,36,11.12,-84.78,73.99,15.99
233,Mnogovershinnyy,99,RU,1563136565,81,53.94,139.92,61.72,4.07
234,Saint-Francois,0,FR,1563136565,49,46.42,3.91,69.8,10.29
235,Port Hedland,0,AU,1563136565,47,-20.31,118.58,55.4,6.93
236,Hamilton,20,CA,1563136419,47,43.26,-79.87,82.99,11.41
237,Coihaique,20,CL,1563136470,65,-45.58,-72.07,44.6,6.93
238,Charlestown,1,US,1563136566,55,41.38,-71.64,90.0,9.17
239,Turukhansk,98,RU,1563136449,79,65.8,87.96,55.42,6.26
240,Aykhal,75,RU,1563136443,72,65.95,111.51,59.0,4.47
241,Nago,40,IT,1563136391,53,45.88,10.89,77.0,6.93
242,Puerto Escondido,40,MX,1563136462,66,15.86,-97.07,87.8,6.93
243,Slavicin,0,CZ,1563136566,77,49.09,17.87,59.0,1.12
244,Semey,0,KZ,1563136567,64,50.41,80.25,69.46,16.84
245,Ossora,0,RU,1563136567,65,59.24,163.07,66.58,0.58
246,Medea,0,DZ,1563136567,65,36.27,2.77,78.8,8.05
247,Wasilla,75,US,1563136567,63,61.58,-149.44,68.0,2.51
248,Galesong,74,ID,1563136568,100,-5.32,119.37,68.0,1.12
249,East London,0,ZA,1563136568,87,-33.02,27.91,60.8,16.11
250,Bazaliya,52,UA,1563136568,90,49.71,26.47,55.24,5.19
251,Nioro,64,GM,1563136568,59,13.79,-15.05,85.66,15.68
252,Kwinana,99,AU,1563136569,81,-32.25,115.77,51.01,8.05
253,Kisoro,34,UG,1563136569,94,-1.28,29.69,51.1,2.19
254,Secovce,0,SK,1563136569,72,48.7,21.66,60.8,10.29
255,Haapiti,75,PF,1563136569,74,-17.57,-149.87,78.8,12.75
256,Cherskiy,100,RU,1563136570,92,68.75,161.3,40.12,20.22
257,Faanui,61,PF,1563136570,75,-16.48,-151.75,79.18,9.57
258,Santa Maria,0,BR,1563136570,21,-16.02,-48.01,82.4,4.7
259,Lesna,2,PL,1563136570,95,51.02,15.26,62.01,4.43
260,Tautira,75,PF,1563136571,74,-17.73,-149.15,78.8,12.75
261,Santa Rosa,52,AR,1563136571,61,-36.62,-64.29,55.06,3.65
262,Zabaykalsk,82,CN,1563136469,50,49.64,117.33,64.24,1.41
263,Longyearbyen,40,NO,1563136571,70,78.22,15.63,46.4,5.82
264,Severo-Kurilsk,85,RU,1563136471,97,50.68,156.12,43.9,10.29
265,Kochi,90,IN,1563136572,94,9.96,76.25,82.99,5.82
266,Ornskoldsvik,100,SE,1563136572,76,63.29,18.72,57.2,4.7
267,Nagaur,0,IN,1563136572,63,27.2,73.74,84.94,23.4
268,Sembakung,100,ID,1563136572,98,3.82,117.25,72.52,0.78
269,Myitkyina,100,MM,1563136573,99,25.38,97.4,71.8,1.21
270,Emerald,63,AU,1563136573,65,-23.53,148.16,41.0,3.36
271,Paamiut,0,GL,1563136573,87,61.99,-49.67,43.72,8.93
272,Kishtwar,76,IN,1563136573,92,33.31,75.77,49.84,2.3
273,Sitka,0,US,1563136394,43,37.17,-99.65,89.01,5.99
274,Itaquyry,94,PY,1563136574,76,-24.93,-55.22,70.18,3.56
275,Lasa,40,CY,1563136574,78,34.92,32.53,77.0,9.17
276,Jahanabad,0,IR,1563136574,23,33.86,48.17,77.0,4.7
277,Itaueira,18,BR,1563136574,43,-7.6,-43.03,84.22,4.59
278,Vao,74,EE,1563136467,71,59.1,26.19,49.12,3.33
279,Sorong,100,ID,1563136575,88,-0.86,131.25,73.42,7.9
280,Grand Gaube,40,MU,1563136575,77,-20.01,57.66,64.99,3.36
281,Pryazha,75,RU,1563136327,93,61.69,33.62,48.2,2.24
282,Ikwiriri,100,TZ,1563136575,75,-7.96,38.99,73.06,1.97
283,Noyabrsk,0,RU,1563136576,62,63.2,75.45,68.92,11.95
284,Saquena,45,PE,1563136576,69,-4.67,-73.52,83.5,2.44
285,Kristiansund,75,NO,1563136576,76,63.12,7.73,53.6,8.05
286,San Ramon,40,NI,1563136576,61,12.92,-85.84,78.8,11.41
287,Naze,100,NG,1563136460,95,5.43,7.07,74.5,5.59
288,Yar-Sale,51,RU,1563136577,88,66.83,70.83,62.44,2.89
289,Esperance,0,AU,1563136577,93,-33.86,121.89,42.8,11.41
290,Ketchikan,75,US,1563136577,68,55.34,-131.65,66.2,14.99
291,Kankon,90,IN,1563136578,88,15.02,74.02,78.8,9.17
292,Ituacu,0,BR,1563136578,41,-13.81,-41.3,72.7,4.41
293,Skjervoy,40,NO,1563136578,70,70.03,20.97,48.2,8.05
294,Half Moon Bay,90,US,1563136460,93,37.46,-122.43,81.0,8.05
295,Sinnamary,0,GF,1563136487,75,5.38,-52.96,81.7,11.5
296,Warmbad,0,DE,1563136580,81,50.67,13.08,62.01,3.36
297,Nome,90,US,1563136580,100,30.04,-94.42,91.99,5.82
298,Bredasdorp,28,ZA,1563136580,87,-34.53,20.04,48.2,5.82
299,Pacov,0,CZ,1563136580,100,49.47,15.0,62.01,3.36
300,Sao Joao da Barra,0,BR,1563136581,45,-21.64,-41.05,82.4,9.17
301,Vardo,1,US,1563136581,43,39.62,-77.74,93.99,14.99
302,Atar,0,MR,1563136581,9,20.52,-13.05,102.94,10.16
303,Ponta do Sol,42,BR,1563136581,54,-20.63,-46.0,67.48,1.19
304,Ostrovnoy,68,RU,1563136581,93,68.05,39.51,41.38,4.07
305,Stutterheim,0,ZA,1563136582,87,-32.57,27.43,60.8,16.11
306,Vinh,100,VN,1563136582,75,18.67,105.69,79.72,2.57
307,Saint George,40,GR,1563136202,57,39.45,22.34,75.2,2.04
308,Mindelo,75,PT,1563136582,93,41.31,-8.72,69.01,2.24
309,Bolivar,40,US,1563136582,62,37.61,-93.41,84.99,12.75
310,Kamaishi,78,JP,1563136583,97,39.28,141.86,60.28,3.69
311,Road Town,19,VG,1563136473,59,18.42,-64.62,89.6,13.87
312,Husavik,99,CA,1563136583,42,50.56,-96.99,86.0,5.99
313,Ringkobing,54,DK,1563136583,82,56.09,8.24,57.2,11.41
314,Jatai,29,IN,1563136583,58,28.97,76.18,88.36,1.05
315,Faridkot,0,IN,1563136584,77,30.67,74.75,79.36,10.56
316,Alice Town,0,BS,1563136441,72,25.72,-79.3,83.86,10.92
317,Padang,99,ID,1563136584,78,-0.92,100.36,82.24,12.75
318,Mount Isa,0,AU,1563136584,34,-20.73,139.49,50.0,17.22
319,Bermejo,99,AR,1563136584,75,-22.73,-64.34,63.7,0.69
320,Pacific Grove,40,US,1563136340,72,36.62,-121.92,91.0,9.17
321,Krasnoarmeysk,0,RU,1563136585,76,56.12,38.15,59.0,4.47
322,Plettenberg Bay,15,ZA,1563136585,89,-34.05,23.37,51.28,2.89
323,Yerbogachen,100,RU,1563136585,80,61.28,108.01,61.72,4.99
324,Zyryanka,50,RU,1563136389,67,65.73,150.89,58.84,27.07
325,Chokurdakh,93,RU,1563136490,86,70.62,147.9,44.98,9.93
326,Umm Kaddadah,100,SD,1563136586,45,13.6,26.69,85.12,8.5
327,Mundo Nuevo,0,CL,1563136586,45,-32.72,-71.41,66.2,9.17
328,Chumikan,100,RU,1563136431,93,54.72,135.31,52.36,2.33
329,Kruisfontein,19,ZA,1563136587,89,-34.0,24.73,50.02,5.23
330,Vilyuysk,97,RU,1563136587,66,63.75,121.63,61.18,7.58
331,Buchanan,40,LR,1563136459,94,5.88,-10.05,75.2,12.84
332,Palampur,0,IN,1563136587,68,32.11,76.54,72.16,2.46
